Name,ID,latitude,longitude
Faith Harvest,a455ad113dee4df4b1b57b66dbe4cffe.16,28.315462,-81.381748
Faith United Methodist Church,02f716b9f28f4d83b78595863a99464c.16,28.563609,-81.244604
Faith World Church,bd8c897db7244dbfb0f130aa0fc5e0bd.16,28.812981,-81.899254
Faith World Local Church,f487406ef8504e1586a88000616f7908.16,28.625757,-81.414683
Fallen Firemen And Police Memorial,048fe2506063487783e6476d3a9ee0ec.16,28.578873,-81.270811
Family Mural,78be7a8d2b15447b92dd2c8b0ac8a79a.16,28.556556,-81.514991
Fanning Street Fountain,0cdf408177d04d6e8900e865f81f636b.16,28.698925,-81.255606
Fantasia Gardens Fountain,7cc47ea153c1495a9f2318bff3f5ae47.16,28.363994,-81.561247
Fantasmic Stage,0cbd4b0e47004ea09df6667805ffd4fd.16,28.361251,-81.55829
Fantasmic,28fe40390cd9412f980434e3b1052c6a.11,28.360729,-81.558696
Fantasy Swan Statue,69fe8a1ad16e4012bca1f67a35fc274c.11,28.545366,-81.371177
Fantasy of Flight Water Tower,ef249998555f456f994599abd7d5ba38.16,28.167767,-81.807215
Father's House Church,992e1eedfee6431eaa4b1e7cd41b4abb.16,28.32632,-81.414039
Fcclive Playground,1c096ea6788c4229a3ee886e05295048.16,28.53483,-81.737395
Fellowship Of Christian Life Church,c8b83aa41e994ff1ada8b8809625272b.16,28.595193,-81.298622
Fells Landing Park,32b819ce5d664e368122c588ea52f197.16,28.348426,-81.236325
Fence Art Mural,94f01463f1f344af97983a6ed2b58a28.16,28.604002,-81.407705
Fence Mural Art,99e1c28e629a498382ab86a2fcebd079.16,28.693452,-81.511308
Ferns Educational Plaque ,63666083c0b04f79b2d10db8dbb7749d.16,28.755935,-81.498888
Ferret Dog and Cat,3c23a27610e34fc5ba4f7352a352908c.16,28.656334,-81.183302
Festival Bay Mall Fountain ,f75fef08e8a2404d906d345b70510bde.16,28.468676,-81.448174
Fiddler's Green,49357fbdd5294d6090eec300c90324a2.16,28.592867,-81.356026
Fire Fountain,f133c2c65925411a8fc61233a6c85ea4.16,28.453277,-81.471372
Firestone Watch Tower and Weather Vane,67f0a596b48e4e8d812ab9544c2d79e7.16,28.550814,-81.379371
First Alliance Church,2f82c0b7cea74c409fce04e087affc8e.16,28.5344,-81.336735
First Apostolic Pentecostal Church,3000a682f17041478d0f5c578c790e3b.16,28.075981,-81.648113
First Baptist Church Minneola ,79cfc37be5af4a049b8354ebaa2a3d97.16,28.5792,-81.748184
First Baptist Church Of Casselberry,35ce350b49724a4593cb080bca5d5f3f.16,28.67656,-81.320899
First Baptist Church Of DeLeon Springs,562275f44b094507aedc20435c21241e.16,29.117759,-81.350229
First Baptist Church Sanford Florida,d388fff7e79c460e8341502d438beee8.16,28.807292,-81.267874
First Baptist Church Windermere,9a560cdd8b394e44a21718b9d89ca2a7.16,28.497337,-81.536093
First Baptist Church Winter Park Fountain,05ddbeaa89334c11b18f1a72c53951d7.16,28.607139,-81.353788
First Baptist Church of Orlando,7e7a1d25155b4d28894b05dfff84024c.16,28.512231,-81.425719
First Baptist Church of Taft,78a34b08c663499bb5f4ec1f56c9cad0.16,28.431975,-81.367907
First Baptist Church of Tavares,11d5a7a23b634ccc9378bfe0c210e1a8.16,28.802957,-81.728872
First Baptist Church,d15fd0939d4440ce80f8eb9326939b72.16,28.156379,-81.602238
First Baptist St. Cloud Church,cf9cf0e015a943838a959bdda8435ab0.16,28.245693,-81.28871
First Baptist Sweetwater,c9c8f0145a6943f1abf74234bb7f6ea2.16,28.707718,-81.442672
First Church of Christian Scientists,666a1330268e4e0bba099c7dbe7f6123.16,28.602819,-81.352485
First Church of God ,3dd5efa358674380be2d3ffd2603cfe0.16,28.546688,-81.31042
First Church of God,4af2863a69c14b7bbdd400a5a3a6e5e8.16,28.870388,-81.6892
First Methodist Gazebo,50bf7ff68e68444d9360a10632fdc3a0.16,28.672734,-81.213356
First Missionary Baptist Church ,a30d1213cf4c4f109a2e1dcf8871df81.16,28.557088,-81.85173
First Pentecostal Church Playground,39fd7c259d9b49a49fa9b310118e9853.16,28.595705,-81.476402
First Pentecostal Church of Kissimmee,0479adea399944b7b968e3c4621d4065.16,28.315445,-81.380754
First Pentecostal Church of Longwood,70d5e74074434a65b021ef9df8c524d0.16,28.703905,-81.336976
First Presbyterian Church Oakland,afad39a9a19c4de19a9ab577e65ce3a4.16,28.555019,-81.625328
First Presbyterian Church of Kissimmee -1884,7c28c4b15c35462ca44d523f4e39b2c4.11,28.2939,-81.407491
First Presbyterian Church,c7e16b11e7dc41cbbc086d5938c0b2ba.16,28.091699,-81.722666
First Settler Aaron J,74ff7b37a0ea4a0d9d39b6e9e0ac7557.16,28.512787,-81.387383
First Shiloh Missionary Baptist Church,ce27b9f8f33b4124878d232541270764.16,28.806139,-81.271799
First United Church of Christ,8c1b8873d2644967a14f9a8c49ab9bd3.16,28.525131,-81.32867
First United Methodist Church Of Oviedo,0c8c74b5a88b4298aeec494b3c969150.16,28.672402,-81.213071
First United Methodist Church,80d1ee00f69b4628a1eed835bb96ea81.16,28.59823,-81.348792
First United Methodist Church,81567bd375464e15874c8f538e91c3e2.16,28.846796,-81.683871
Fish Fountain,290c0c85a6df4c85975eb3c132ec56e7.16,28.440287,-81.469535
Fish Mural At Long John Silver,a3ae340c1dd14013a6b2ac2a81aedb65.16,28.657031,-81.336435
Fish on Fire,9b55ce9ac15d4f9cad479835ef31fe82.16,28.451713,-81.338654
Fishermen's Cove Golf Course ,023aca897c25438e86ee35ba18a6a7c7.16,28.765273,-81.753966
Fishing Pier,bee4b8b474e14d539b4d9145316628a6.16,28.81512,-81.868361
Fit Trail Station 1,f6c9c3772160462895052844220434ae.16,28.979476,-81.228641
Fit Trail Station 9,4f4c13ef9d364936986e78f8ea2ef79d.16,28.981122,-81.229265
Fitness Trail Station Balance Beam 2,2314ab852cf14ba9add72385e8985bfd.16,28.570453,-81.584044
Flag Memorial at 65th Inf. Park,3ab1f239ddaf4e6c826004f6304cb9e9.16,28.325543,-81.347762
Flagler Trail South,77e52f0f0b884ffcbd9844eb8ebce080.16,28.64906,-81.129723
Flagpole at Marina Lakefront Park,b55df4187f774ba3b44b13da8847a2b0.16,28.258804,-81.283759
Flaming Lizardo,803d87d192244a2eb8fd61a1387caf62.16,28.645369,-81.323119
Flanigan WWII Army Veteran Memorial,2081c84bd8b544debb16ffa394c3f458.16,28.674441,-81.44685
Flippers Art Wall Lake Mary,41f74a5e62d8434d8c3350fb88565438.16,28.756762,-81.324304
Flood Zone,3ed03493f42f43368d12a5d38355358d.16,28.815063,-81.268958
Floodgates Of Heaven International Ministries,bdbd0519979542ffaf55ab22e9e41146.16,28.543507,-81.408762
Flora Vista Park,54b7a54012d94ce3a10c0583fe9d4659.16,28.366681,-81.452235
Floral Clock,f6ce9ed96dc349fcabe1b0a2413835ef.16,28.567359,-81.359147
Florascape,87a53145eff9409c9d0d540dddf96fb2.16,28.434276,-81.300649
Florida Communities Trust Dedication Sign,011d82945ee74ea8aee676c641b52663.16,28.979597,-81.229425
Florida Conference Of SDA: West Entrance,84c887638e9642c284f4c58f31775b1e.16,28.657189,-81.418774
Florida Hospital Altamonte Fountain,b31826c386c5417e9b4cb7991b5bcfc0.16,28.665601,-81.369907
Florida Mall Main Entrance,98fa19bc009446ddb7359be2ac262ef5.11,28.446819,-81.395395
Florida Mall,6f068354d5234fd780fcd26f9eb34053.16,28.450409,-81.394089
Florida Mammoth Mural,d59083ad2299494f98d40b135c3f8ba9.16,28.825694,-81.311224
Florida Natives Sculpture,63ac6ca839d44abd8303c63c12812055.16,28.191882,-81.147582
Florida Panthers,7f82d1bf5ba14d1e8db123d17fa9fffb.16,28.427334,-81.469934
Florida Vacation Mosaic,8b6bdbd98d914d17863779e68328c324.16,28.435433,-81.302808
Flower Basket Children Statue ,df811c4976b845aaa89f4948f89eee60.16,28.403259,-81.473314
Flower Fountain,53090e3b52b6467b8eef0231ce20b594.16,28.799929,-81.335146
Flyer's Wings Plane Mural,e398aa93890447a8b36fd23ebcc34e9c.16,28.55275,-81.457882
Fontana Di Nettuno,ec709639f8b54f618a94d51db6acf2c6.11,28.367561,-81.548255
Footprints Mural  ,4d4070f4aff24943bfe63eaa427fe1d8.16,28.553044,-81.368518
Forest Idyl,a4ba5286a1e04e7b9d89cc4cf1fe7c62.11,28.594278,-81.350878
Forrest Ave Church,8ca28b036b4a4e3c9b30e3622a432008.16,28.670548,-81.507168
Fort Christmas Historical Park,e46a17039bcc465fa28ae004b4181ddd.16,28.564335,-81.021383
Fort Gatlin Rec Center,06a0a03d9973464794297a61f456cfee.16,28.505962,-81.353978
Fort Gatlin Village Center,d3a5b216512f4e8a8aa94ee18aa72476.16,28.494252,-81.37436
Fort Maitland / Maitland / Lake Maitland,2c81fa93762346148dd9fa8a864176d4.12,28.620466,-81.364816
Fort Mellon and Mellonville,697f54fcc6fe4e97b4aec98659776180.12,28.812926,-81.254911
Fort Reid,4ad7251e7a684008bd4a797ce38540d5.12,28.795038,-81.256341
Fort Wilderness Camp Ground,f3961e2dcd384d20af33bb1702b73092.16,28.41291,-81.561427
Fort Wilderness Welcome Sign,1e99af20a3884cd7af1dc725465c29c8.16,28.393709,-81.555356
Founders CLub Fountain,b56bef93091746c3b041f9a8f371f3f9.16,28.364558,-81.612671
Fountain Auto Fountain,c7fcf14330ea4f7fa78486d29d548b3c.16,28.438728,-81.403552
Fountain Florida Hospital Waterman,de737914406b4c8494e2cf62bf91f588.16,28.823412,-81.712096
Fountain Gardens,4a7b96c6795849c0af75457382d00282.16,28.255306,-81.589043
Fountain Green,a9c1e18202ec4ec884fb0915d8dd17d2.16,28.854788,-81.684377
Fountain Head Baptist Church ,8558444314274cd3985fb5a54edf14fe.16,28.672335,-81.204436
Fountain Rock Structure,552a2ac5f47540598c3db8a3e118ca3d.16,28.666434,-81.369527
Fountain Spout,ced4b22f2a134e68b85ec87a3656f6d6.16,28.387501,-81.492926
Fountain Square,4746432abd3c4b2cb5225417771d4855.16,28.597779,-81.360865
Fountain Waterfall,833029ea171b4fdd93ec280948bb00b8.16,28.403273,-81.470495
Fountain at Academy Village,a7377f65d5174692ba8f909ef3146711.16,28.282138,-81.345872
Fountain at Ashton,94f906d7ce044eebba0e6c7c2ec0c83b.16,28.560876,-81.206807
Fountain at Crownpointe Commerce Park,011792d5f43342ef80f466932c40cb8d.11,28.450645,-81.437609
Fountain at Dellagio Plaza,e52b0bcf83454b4bb42f9ad8c1b06484.11,28.450691,-81.493747
Fountain at Extended Stay,09c37db9b47a48daa6d4ffb371002d48.16,28.632043,-81.399718
Fountain at High Point Club,3d7a271c00a74027ae07dbb3a5b7956c.16,28.560314,-81.221445
Fountain at Lake Buena Vista Factory Stores,3d2e9b638c6a479b8a37a28cdd139f3a.16,28.349482,-81.488126
Fountain at Mandalay,ba115ad9527641a289f93fcaded6dfc6.16,28.588766,-81.11487
Fountain at Metro West,b4cb9bb885c6476f997104fd775dc379.16,28.514422,-81.459466
Fountain at Oakland Park,466939e3046348d6a68a016177509b03.16,28.562266,-81.612108
Fountain at Oviedo City Hall,81e6a783bce84686971bbe3f054cc5c4.16,28.652564,-81.201817
Fountain at Pebble Pointe,6ab63b905c3841a49fa53f96bf7589ea.16,28.32906,-81.335569
Fountain at Petty's Meat Market,eeb1ae48ea0749deb9a1e093fa3d95fb.16,28.687989,-81.393935
Fountain at Rialto,65c4d7a18a264fdfa0502289cf5a86a9.16,28.448209,-81.561611
Fountain at Spring Lake,3ede9a683dbd461482d6db08ffff0e74.16,28.353875,-81.361068
Fountain at the Orlando Hilton,aa8d1c2b887947bf9aebc33be5638781.16,28.424686,-81.457696
Fountain in Sawyer,c4de9c1af99e4e4e8a3528d482b49aae.16,28.226007,-81.315287
Fountain of Life Apostolic Church,8e07897f2fd546b4a45c1b9bf531c9b0.16,28.452306,-81.439196
Fountain of Nations,8afd33310f2d4712887c912543d171fc.11,28.373936,-81.54941
Fountain of Youth,776ed0d8d0b84f4684cc375147de84db.16,29.008418,-82.011158
Fountain,30a769c15cfc438ab588c105157e38d3.16,28.260344,-81.341729
Fountain,7c9e377bfffa4ce2803c749b996a48c8.16,28.354062,-81.625695
Fountain,bda0673fe0c84109b40689c015e78a66.16,28.301323,-81.465016
Fountain,c50ffa2ecfb04574b860f23a59ce6d43.16,28.692361,-81.26576
Four Maidens Statues,ac27615342984282bb13997047c126f6.16,28.510213,-81.418692
Four Points Hotel,60b67b9061b0496a93126e3d748b5555.16,28.462847,-81.461412
Four Seasons Orlando,75111369fb07456c9569c82ebbfdad1c.16,28.402079,-81.54536
Franck's Fountain,80ca78837b8f43d3b8f46628b19d344d.16,28.408205,-81.587704
Fraternal Order Of Eagles Lodge,94a98758af35401cae6e4967b767fcaa.16,28.938845,-81.66609
Fraternal Order of Eagles,a6e2278dfa0d41f6951c4c2d50680f02.16,28.524708,-81.286258
Freedom Eagle,5b00cb02c1d142e7b51714f66e1a8361.16,28.815703,-81.268051
Freedom Fellowship Church,28e8fb75e6cb4674b78bd5ac88d2b6e5.16,28.613315,-81.491904
Freedom Park,73c4c4d5de944c61997d72fbf8762d17.16,28.526006,-81.537193
Friendship Missionary Baptist Church of Orlando,932935d76d8347b1979352378f3c6952.16,28.527782,-81.421994
Frog Bridge,31e1f81e50f14120be9fc26b474d495c.16,28.469082,-81.466891
Fruit Orange Ring ,321fba28d80944eb8f13f5eb2dfd7428.16,28.122525,-81.639062
Fruitland Park Water Tower,e1ae81944bc9481388bb29227d75b952.16,28.864686,-81.908233
Fruits of the Cross at St Lukes,ade23bd4b35a4636920323aa30827e4e.16,28.490984,-81.507769
Ft. Christmas Marker,1a4c8fb03cfa474a9e5c13414276477d.16,28.562634,-81.021861
Full Gospel miracle church,62f58ba908e44e1788ec84a898872319.16,28.527718,-81.437752
Full Sail Online Diamonds,c6f71f8df6e64ef0949aae76ddbce109.16,28.577834,-81.307946
Funky Monkey,b9dc0f703f1742c8833e49da9929d169.16,28.664258,-81.422345
Galberry Area,252bf6eb47c640da9b7c3f65cdd73cf5.16,28.299213,-81.455281
Garden Cathedral Church of God,70e17317d2374a29aa9e7124262328a8.16,28.559808,-81.603446
Garden Dragons,dfa8c58efb404429b29ff833ca98186d.16,28.38226,-81.512013
Garden Mural,041c3f4ebfaf466a86cbe5145b8e2815.16,28.251105,-81.310586
Gardenia Park Recreation Complex,3006e6d5b1b14b1fa639481b776a4e45.16,28.857733,-81.908265
Gardenia Trail at Leesburg Gymnasium,5b62093928a94b95a1158afa35841600.16,28.827688,-81.893536
Gaston's Tavern,8728d2511e4a477ca84674d102d73f7f.11,28.421269,-81.580418
Gates Of Oviedo,9c7d493651e44ce2a503560ca3137d3a.16,28.626767,-81.180213
Gateway Baptist Church,9499be1fe2f04d15bb02a15230017d6a.16,28.27921,-81.338674
Gator Gully Splashpark,64967d45a56744d29d4621a6ea1981a8.16,28.356083,-81.403144
Gatorland,f43a0b383e634d5ebe56e882be687ba9.11,28.355644,-81.404119
Gaylord,3517bb41f3de40b7a239957cc4c7a4a6.16,28.343756,-81.525116
Gazebo Bench Sweetwater Hills,2fd8cc82c32b478092aa2bae33bae615.16,28.706767,-81.429642
Gazebo Lake Alfred Park,27515134264543c7bcd7355f27a8caac.16,28.097397,-81.729312
Gazebo at Avalon Mailer Trailhead,0af96c6e8cc84ca4aaab3c547f5020ef.16,28.502301,-81.150516
Gazebo at Rose Garden ,6d651f62cca34a3d9d13f3ae6d75e0e7.16,28.567471,-81.358199
Gazebo at Wycliffe,c8222c32f14547e983eedd9887d6bb47.16,28.417913,-81.205157
Gazebo,ca14fa43ec1e4f16ae69911e69f4aa66.16,28.677314,-81.508405
Gazebo,da34ea4ad93946789eab9b48fe271ae0.16,28.257937,-81.322942
Gear Power Box Mural,b101b04afd4a4191a7c952bb8b9ba5a1.16,28.621023,-81.214358
Gene Carroll Park,a06d406de6dd44a9b7517b02422be1ab.16,28.161367,-81.591697
Gentiva Home Health Fountain,afe9593a1e714e2b9a28cbcb21bbcd5a.16,28.674207,-81.448948
Geodesic Domes,937885be5e764f129062bcf392b0dc52.11,29.057724,-81.299672
George Bailey Park,f6d5b890934a4e349639abb22dd3b30c.16,28.529559,-81.555733
George P Colby Memorial,80464793c033409ea47b5faed7f9eae8.16,28.965249,-81.236449
Ges Fountain 1,5b22e3f61f9948359f36ea4e3f0ef21d.16,28.4504,-81.444918
Giant Alligator,c0869fe8425c478ebe17403fa01b8868.16,28.309376,-81.465777
Giant Baseball Glove ,e25a4f8fe2f14fccaf0f698ea705d76f.16,28.707597,-81.272569
Giant Bull Head at 4Rivers,d47b0b664e3a490da3033dfd4554e598.16,28.597267,-81.213715
Giant Gator Head,550681560af64af5a8926bc5aa926c85.16,28.705117,-81.206801
Giant Golf Tees,f07fd359b8724fa18c72a6a00da44c3d.16,28.3815,-81.524088
Giant Golfball  ,acc33d3c6f37416a895e1319d540ee6c.16,28.462178,-81.452443
Giant Guitar,d2c3bac886cf4f059df6158336ecadc4.16,28.359468,-81.560662
Giant Red Yo-Yo,3503c6cf9aed4ffc808e40ddafc1f80a.16,28.349562,-81.544322
Giant Roger Rabbit Statue,91732c068e6e4781840ce508b4bb07b8.16,28.347821,-81.542835
Giant Rubik's Cube,4c938280889f4e1aac9be85252736051.16,28.348944,-81.542627
Giant Unicorn ,33cef6d818ce4edb898d66dc0130ae9a.16,28.757025,-81.358449
Giant soda cup,ae649493c87a4a5b98a8aca5e70ad55c.16,28.341132,-81.575031
Gift Shop,c2054b9a7cde4fb6b8e7a58184a50fd7.16,28.379261,-81.504031
Gigantic Football ,ed24486fadb446b0a59f13996b1b7f87.16,28.342994,-81.575286
Gilbert Park,0439240004724e0da35e09371ebfbc31.16,28.794219,-81.641489
Girl and Boy Library Statue,4df529e845e74565818549c036a46ab8.16,28.811156,-81.874538
Girls Biking,3fd596e6db664d5da82fff0dc84f9b12.16,28.582318,-81.568078
Give Kids The World Mini Golf,0d5dc0e056364572a3245a037a1aef8f.16,28.290125,-81.458218
Glass Pillar Gazebo,332df8ca988e4f17ae9bffae064552ea.16,28.388779,-81.490135
Glen Ethel,79ed05fe001f466a8c3814707c2e7526.11,28.719883,-81.381032
Glen Haven Memorial Park Entrance,68c6393b013e433390ac4307e6c4e183.16,28.61957,-81.336001
Globe of the World,efa07a04a93c4083877fbdf0e85b031e.16,28.370607,-81.558641
God's House Worship Center,9a54a8f0c1eb4966a28541b81050aa7b.16,28.075948,-81.731729
God's Missionary Church,b7c46da3af634a60a2ac869ca07cd645.16,28.540282,-81.462445
Golden Hawk Feather,7dce77678ff04ebb876ebfb3ebaf8417.16,28.554751,-81.201777
Golden Rooster Clock Tower,fc1df01ff46c4610952d0cfdbb1843ad.16,28.55338,-81.352446
Golf Mountain,5b7299cd87b94ad981eaaccf2dc3460a.16,28.339217,-81.595082
Goodwill Retail Store,e622d2116bce4921bf6b7b65b1391402.16,29.055251,-81.306009
Goodwill Store And Donation Center,92816fe9c5904f9aab8f324f01b8e7c8.16,28.652293,-81.349846
Goodwill US 192,d6e9d31fb6d14b0b9383b773a71925c8.16,28.302961,-81.390672
Gordis Hall,8d5fe09a41724714bb34ab4424215576.16,29.035214,-81.298925
Gorilla Garden Statue,bdf932f9e0904acd989a371805940e22.16,28.323032,-81.418415
Gotha Post Office,d421203720474144959da5f4f40df894.12,28.53001,-81.523277
Grace Chapel,013d6b43b5a14515b8b4d39d9f12ebe4.16,28.809654,-81.310522
Grace Covenant Fountain,533d6e1195f245a08aa06b3a102b0109.16,28.522548,-81.346615
Grace Covenant Presbyterian Church,0fb2b624f0b44a759732d362ea082beb.16,28.522651,-81.347155
Grace and Truth Bible Chapel,7bb403fc736846c9b0861e879b3c4244.16,28.570655,-81.222687
GracePoint,e09b96322d26486abdea6b484bdf60eb.16,28.510206,-81.272665
Graffiti Junktion Mural,0796205b2939439f8038fa80888beac1.16,28.623739,-81.208325
Graffiti Stadium Mural,ba7e0e266f2b484c9aeef06b345d3c7d.16,28.572865,-81.389246
Grand Highway Baptist church Sign,d3a54b2e78b34f84a0da653293819067.16,28.525222,-81.710857
Grand Island Baptist Church ,79a538c39faa490b844da469b4f63d9a.16,28.88241,-81.737336
Grand Oaks Pointe,40d4b4eaf0ea429a9111babcee20b361.16,28.261771,-81.433347
Grand Opening Key,02dc382175cc40999182bb9f99ab7ca6.16,28.548963,-81.589526
Grantham Point Lighthouse,3b2a64dfe2f541e3a696d3960e87e060.11,28.794754,-81.644005
Grantham Point,2159a8bf8d1b42c3990710b81a47f5b2.16,28.794853,-81.642885
Greater Faith AME Zion Church,9cd4a08e1eaa4351aeeee7cc8a9b1a27.16,28.527711,-81.433893
Greek Statue,b04b1801435e4b5d8387b8298ae33458.16,28.301346,-81.416732
Green Zig Zag,77420ec2d8fc425d81fef45d1179e50b.16,28.479639,-81.44132
Greenwood Lakes Park,c97083af100f4574b853dbbfccfd1681.16,28.733972,-81.337011
Greyhound Bus Station Sign,1d02291c2137471193677c59293906ea.16,28.548231,-81.413465
Griffin Fountain North,90a4f8426e6f43698427b97d6a56380c.16,28.937204,-81.942008
Gringotts Bank Dragon,6f7f629d61db423bb7e0a3274aaaab45.16,28.479736,-81.469929
Gross WWII Veteran Memorial,154edd2d87c247f997a23be6dab4aee5.16,28.815608,-81.902287
Groveland City Hall,013166491bb1458fb0fc09839f9916ba.16,28.560204,-81.856601
Groveland Post Office,d1f343d3f41346078b96a172e8c7e796.12,28.561034,-81.85748
Groveland Water Tower,7de2221f0cac466dabdf70a55a690d7c.16,28.551653,-81.860862
Guard of Cesar Statue Fountain Stairway,a03417737b5e43d1aee1da980ff2e843.16,28.391055,-81.46751
Guardian,3d3418eb48954ec8bbb1040d326d05ab.16,28.664934,-81.337966
Gulfstream Mickey,3fd8ca4bec864d7da5f74d2b31700d2b.16,28.353324,-81.562208
Gwinn Cadwell Park,0e0baffdea0d4cf58a384bc77ed101c3.11,28.926234,-81.667427
H. M. Gamble Worship Center,aa78b1c6ff314034a3a5da75edc66ba5.16,28.52683,-81.429249
Habaneros Cactus Sign,3adf4426d2ef48e6a7e6c3582b0f0138.16,28.603425,-81.307758
Habaneros Fountain,1c0953f8cbcd4ea999594acbd2135f15.16,28.690026,-81.406608
Habaneros Mural,cd6e72129d7c4cf6a658274767792dd5.16,28.821943,-81.78109
Hacienda Suarez Clock,c210d33bd50e4181b57795c0111b08b2.16,28.553087,-81.387141
Hailey Walk Bark Park,4efe132d2e714979a4919dcb5a1e9c36.16,28.651448,-81.418011
Haines City City Hall,806f90e88c5e49228fa52de3f0207029.16,28.108293,-81.626268
Haines City Post Office,18b4f9eee9564d3b9adfb9074c78d986.12,28.044321,-81.622622
Hair Dimensions,811e7d9030f24a21b2f9c933d6d4e40d.16,28.595367,-81.396656
Hamilton Disston Sugar Plantation,2b75ae8fda074bbea13c313d137b1aa6.16,28.261172,-81.298999
Hancock Park Water Tower,b80e090674874d03866855d422501acd.11,28.519923,-81.706928
Hancock Park,eadba681401e4dd099a0f8012f2e782f.11,28.520334,-81.706852
Hand Carved Jesus,ccc64505d2984b72988395d5e5e0c2e5.16,28.646016,-81.229965
Happy Fun Smiley Faces! ,02e5c11beed74c279a36fa3df9ec87d1.16,28.597913,-81.285746
Harambe Wildlife Reserve,2af2a60497e14500bf1cfcd6f38517d1.16,28.359714,-81.592897
Harbour Landing Gazebo,03465135008946819cb42225bf03cd81.16,28.402443,-81.478473
Hard Rock Guitars,651817d85f6641b699244eb71a3962b7.16,28.478997,-81.464293
Harley-Davidson Water Tower,bfe0b71cc85940ddbe8bccb6b3bac8d1.16,28.503652,-81.425407
Harmony Square Stables,2cfec453b06c453a85398e4df8ddc554.16,28.190459,-81.144463
Harold Schwartz Statue,f28aef6aae724df98b69c77842c99147.16,28.940766,-81.950323
Harry Brown Electrical Education Center,0a4ac2120e5641a3bcd99d1f65410b1c.16,28.584429,-81.295827
Harvest Baptist Church,bd4a2b15d229412eb35c6cab42bc30e4.16,28.535888,-81.3892
Harvest Bible Chapel Orlando,defe7713188349d582a92278e27725ee.16,28.4632,-81.558827
Hats and Heels,8e8aa3e9e1544064afbc653fd56ff16b.16,28.553051,-81.364254
Haunted Grimm House,801b3b51ff094e87be70c9137a950481.16,28.330369,-81.51589
Headless Fountain ,fb90b29aa4614cf5aa0a6ae9d2a7ceab.16,28.481568,-81.46134
Healing at the Pool Statues,2301bb99d9a24cfdb4f10ff4ceb67848.16,28.32905,-81.541506
Healthline Fitness Systems,34ae95dfd55a44ce9cccfb18077f2b2a.16,28.535525,-81.340583
Heartcry Chapel ,07580a056d62452fa79b62b29e27069f.16,28.284493,-81.354302
Heathrow Fountain,25ad6bd86de94991971f12da2ad9cdc3.16,28.786178,-81.363595
Heim Field,463fa81136694d1cb34f59c72ef8e0ca.16,28.794061,-81.63409
Helen's Sculpture Garden,1ebca5c3a2324a8298876741e2332cec.11,28.553976,-81.250322
Hello Thrive Utility Box Mural,74e11ebb82144a5e9a63a18c437b4664.16,28.516475,-81.37652
Heritage Community Church,fbb6a2498e8d4f169876ebafdb960e99.16,28.857727,-81.913036
Heritage Hall Fountain,acdc336a9d044b69995dd0e0440e4014.16,28.309981,-81.552729
Heritage Park,aa94e114a7cf402093df945213de81d3.16,28.703754,-81.269988
Heritage on Millenia Water Burst,160d2acff76e4f908c44cde16faf316c.16,28.494055,-81.423846
Hermes Gate 2011,3805ee5e225c42a8b016b2f8a62b4a60.16,28.596146,-81.199498
Herndon Branch Library,e01697a302a04abf884081f60846cde5.12,28.552513,-81.331376
Hero's Death,1209d13de7a94967a50c3424fe73de18.16,28.67643,-81.503781
Heroes Landing,a63f87296b1a403a88a556de2c32ae2a.16,28.526199,-81.732371
Heron Pointe,230b2fd5bb644b9c84c011615f2e91c2.16,28.410384,-81.219706
Heros Falls Memorial,cc62b427f8dd4790ac4376be1e0f5294.16,28.402712,-81.591345
Herzing University,18f716efdd864ad0957b7f271a7046c7.16,28.615741,-81.312466
Hess Gas Mural 1,53607167e80745ec9a7b4ce435e523a2.16,28.364078,-81.552348
Hess Truck Mural,3f0a4de168b14fefbb83c75892c7160f.16,28.367693,-81.516075
Hidden Gazeebo,240fbfe7af9844c88585f1644cc143ed.16,28.671568,-81.401201
Hidden Lake Fountain 2,88dcebbc91db464d846986172d61ba23.16,28.500243,-81.459889
High Tide Harry's Fish Mural  ,6b0d6d7fc09e4d9ba56ffaed9013f850.16,28.496554,-81.309463
Higher Ground Church,ff760df37dd44a98aafc508e6e5f5079.16,28.260426,-81.506704
Highlands at Lake Conway Water Burst,f29d5904ec144442ada8186a04bcbfb8.16,28.477621,-81.360601
Highpoint Church,f5112a2a7f374b1cbd206dea5e8d3c1e.16,28.551197,-81.535934
Hilton Fountain ,adc98d74726f4a888513bb6d8aad7e51.16,28.356044,-81.534295
Hilton Fountain,3b67689012114ecc93dc141f6d3d778a.16,28.405985,-81.469043
Hilton Fountain,3ddcaa4d9d104988bedb1c1efb6932df.16,28.373617,-81.511691
Hilton Grand Fountain ,8bb4d5c2f06b4a4f9af4aa8887ad1e91.16,28.384847,-81.487767
Hilton Grand Vacations Arch,dbda7a80ccba43238a2cb64242152f28.16,28.405486,-81.468585
Hilton Rear Fountain,dd740604030d4ba9a3782ca9fa0ce4aa.16,28.355282,-81.535775
Hilton,0e155e0a8c884852b9a1cc617b5dbe5e.16,28.424617,-81.45624
Hippo Drome Fountain ,45bf4fee0bad49889e14892812c6bc92.16,28.322496,-81.54416
Historic Eatonville Stone 1887,04c2c65145a4478db6f21ca8907d207f.16,28.618366,-81.383689
Historic Longwood Village Inn,6061051b68a04b308d6e7647036c4618.16,28.700764,-81.347031
Historic Mural of Car,95dfd5532a4d46f0b1c2bc37de3b8b6b.16,28.545495,-81.44342
